countyname_fips,state,fipscounty,fy2023cbsa,fy2023cbsaname,ssa_code,state_name,countyname_rate
COVINGTON,MS,28031,25620.0,"Hattiesburg, MS",25150,MISSISSIPPI,COVINGTON
DE SOTO,MS,28033,32820.0,"Memphis, TN-MS-AR",25160,MISSISSIPPI,DESOTO
FORREST,MS,28035,25620.0,"Hattiesburg, MS",25170,MISSISSIPPI,FORREST
FRANKLIN,MS,28037,,,25180,MISSISSIPPI,FRANKLIN
GEORGE,MS,28039,,,25190,MISSISSIPPI,GEORGE
GREENE,MS,28041,,,25200,MISSISSIPPI,GREENE
GRENADA,MS,28043,,,25210,MISSISSIPPI,GRENADA
HANCOCK,MS,28045,25060.0,"Gulfport-Biloxi, MS",25220,MISSISSIPPI,HANCOCK
HARRISON,MS,28047,25060.0,"Gulfport-Biloxi, MS",25230,MISSISSIPPI,HARRISON
HINDS,MS,28049,27140.0,"Jackson, MS",25240,MISSISSIPPI,HINDS
HOLMES,MS,28051,27140.0,"Jackson, MS",25250,MISSISSIPPI,HOLMES
HUMPHREYS,MS,28053,,,25260,MISSISSIPPI,HUMPHREYS
ISSAQUENA,MS,28055,,,25270,MISSISSIPPI,ISSAQUENA
ITAWAMBA,MS,28057,,,25280,MISSISSIPPI,ITAWAMBA
JACKSON,MS,28059,25060.0,"Gulfport-Biloxi, MS",25290,MISSISSIPPI,JACKSON
JASPER,MS,28061,,,25300,MISSISSIPPI,JASPER
JEFFERSON,MS,28063,,,25310,MISSISSIPPI,JEFFERSON
JEFFERSON,MS,28063,,,25320,MISSISSIPPI,JEFFERSON DAVIS
JEFFERSON DAVIS,MS,28065,,,25310,MISSISSIPPI,JEFFERSON
JEFFERSON DAVIS,MS,28065,,,25320,MISSISSIPPI,JEFFERSON DAVIS
JONES,MS,28067,,,25330,MISSISSIPPI,JONES
KEMPER,MS,28069,,,25340,MISSISSIPPI,KEMPER
LAFAYETTE,MS,28071,,,25350,MISSISSIPPI,LAFAYETTE
LAMAR,MS,28073,25620.0,"Hattiesburg, MS",25360,MISSISSIPPI,LAMAR
LAUDERDALE,MS,28075,,,25370,MISSISSIPPI,LAUDERDALE
LAWRENCE,MS,28077,,,25380,MISSISSIPPI,LAWRENCE
LEAKE,MS,28079,,,25390,MISSISSIPPI,LEAKE
LEE,MS,28081,,,25400,MISSISSIPPI,LEE
LEFLORE,MS,28083,,,25410,MISSISSIPPI,LEFLORE
LINCOLN,MS,28085,,,25420,MISSISSIPPI,LINCOLN
LOWNDES,MS,28087,,,25430,MISSISSIPPI,LOWNDES
MADISON,MS,28089,27140.0,"Jackson, MS",25440,MISSISSIPPI,MADISON
MARION,MS,28091,,,25450,MISSISSIPPI,MARION
MARSHALL,MS,28093,32820.0,"Memphis, TN-MS-AR",25460,MISSISSIPPI,MARSHALL
MONROE,MS,28095,,,25470,MISSISSIPPI,MONROE
MONTGOMERY,MS,28097,,,25480,MISSISSIPPI,MONTGOMERY
NESHOBA,MS,28099,,,25490,MISSISSIPPI,NESHOBA
NEWTON,MS,28101,,,25500,MISSISSIPPI,NEWTON
NOXUBEE,MS,28103,,,25510,MISSISSIPPI,NOXUBEE
OKTIBBEHA,MS,28105,,,25520,MISSISSIPPI,OKTIBBEHA
PANOLA,MS,28107,,,25530,MISSISSIPPI,PANOLA
PEARL RIVER,MS,28109,,,25540,MISSISSIPPI,PEARL RIVER
PERRY,MS,28111,25620.0,"Hattiesburg, MS",25550,MISSISSIPPI,PERRY
PIKE,MS,28113,,,25560,MISSISSIPPI,PIKE
PONTOTOC,MS,28115,,,25570,MISSISSIPPI,PONTOTOC
PRENTISS,MS,28117,,,25580,MISSISSIPPI,PRENTISS
QUITMAN,MS,28119,,,25590,MISSISSIPPI,QUITMAN
RANKIN,MS,28121,27140.0,"Jackson, MS",25600,MISSISSIPPI,RANKIN
SCOTT,MS,28123,,,25610,MISSISSIPPI,SCOTT
SHARKEY,MS,28125,,,25620,MISSISSIPPI,SHARKEY
SIMPSON,MS,28127,27140.0,"Jackson, MS",25630,MISSISSIPPI,SIMPSON
SMITH,MS,28129,,,25640,MISSISSIPPI,SMITH
STONE,MS,28131,25060.0,"Gulfport-Biloxi, MS",25650,MISSISSIPPI,STONE
SUNFLOWER,MS,28133,,,25660,MISSISSIPPI,SUNFLOWER
TALLAHATCHIE,MS,28135,,,25670,MISSISSIPPI,TALLAHATCHIE
TATE,MS,28137,32820.0,"Memphis, TN-MS-AR",25680,MISSISSIPPI,TATE
TIPPAH,MS,28139,,,25690,MISSISSIPPI,TIPPAH
TISHOMINGO,MS,28141,,,25700,MISSISSIPPI,TISHOMINGO
TUNICA,MS,28143,32820.0,"Memphis, TN-MS-AR",25710,MISSISSIPPI,TUNICA
UNION,MS,28145,,,25720,MISSISSIPPI,UNION
WALTHALL,MS,28147,,,25730,MISSISSIPPI,WALTHALL
WARREN,MS,28149,,,25740,MISSISSIPPI,WARREN
WASHINGTON,MS,28151,,,25750,MISSISSIPPI,WASHINGTON
WAYNE,MS,28153,,,25760,MISSISSIPPI,WAYNE
WEBSTER,MS,28155,,,25770,MISSISSIPPI,WEBSTER
WILKINSON,MS,28157,,,25780,MISSISSIPPI,WILKINSON
WINSTON,MS,28159,,,25790,MISSISSIPPI,WINSTON
YALOBUSHA,MS,28161,,,25800,MISSISSIPPI,YALOBUSHA
YAZOO,MS,28163,27140.0,"Jackson, MS",25810,MISSISSIPPI,YAZOO
STATEWIDE,MS,28990,,,,,
ADAIR,MO,29001,,,26000,MISSOURI,ADAIR
ANDREW,MO,29003,41140.0,"St. Joseph, MO-KS",26010,MISSOURI,ANDREW
ATCHISON,MO,29005,,,26020,MISSOURI,ATCHISON
AUDRAIN,MO,29007,,,26030,MISSOURI,AUDRAIN
BARRY,MO,29009,,,26040,MISSOURI,BARRY
BARTON,MO,29011,,,26050,MISSOURI,BARTON
BATES,MO,29013,28140.0,"Kansas City, MO-KS",26060,MISSOURI,BATES
BENTON,MO,29015,,,26070,MISSOURI,BENTON
BOLLINGER,MO,29017,16020.0,"Cape Girardeau, MO-IL",26080,MISSOURI,BOLLINGER
BOONE,MO,29019,17860.0,"Columbia, MO",26090,MISSOURI,BOONE
BUCHANAN,MO,29021,41140.0,"St. Joseph, MO-KS",26100,MISSOURI,BUCHANAN
BUTLER,MO,29023,,,26110,MISSOURI,BUTLER
CALDWELL,MO,29025,28140.0,"Kansas City, MO-KS",26120,MISSOURI,CALDWELL
CALLAWAY,MO,29027,27620.0,"Jefferson City, MO",26130,MISSOURI,CALLAWAY
CAMDEN,MO,29029,,,26140,MISSOURI,CAMDEN
CAPE GIRARDEAU,MO,29031,16020.0,"Cape Girardeau, MO-IL",26150,MISSOURI,CAPE GIRARDEAU
CARROLL,MO,29033,,,26160,MISSOURI,CARROLL
CARTER,MO,29035,,,26170,MISSOURI,CARTER
CASS,MO,29037,28140.0,"Kansas City, MO-KS",26180,MISSOURI,CASS
CEDAR,MO,29039,,,26190,MISSOURI,CEDAR
CHARITON,MO,29041,,,26200,MISSOURI,CHARITON
CHRISTIAN,MO,29043,44180.0,"Springfield, MO",26210,MISSOURI,CHRISTIAN
CLARK,MO,29045,,,26220,MISSOURI,CLARK
CLAY,MO,29047,28140.0,"Kansas City, MO-KS",26230,MISSOURI,CLAY
CLINTON,MO,29049,28140.0,"Kansas City, MO-KS",26240,MISSOURI,CLINTON
COLE,MO,29051,27620.0,"Jefferson City, MO",26250,MISSOURI,COLE
COOPER,MO,29053,17860.0,"Columbia, MO",26260,MISSOURI,COOPER
CRAWFORD,MO,29055,,,26270,MISSOURI,CRAWFORD
DADE,MO,29057,,,26280,MISSOURI,DADE
DALLAS,MO,29059,44180.0,"Springfield, MO",26290,MISSOURI,DALLAS
DAVIESS,MO,29061,,,26300,MISSOURI,DAVIESS
DE KALB,MO,29063,41140.0,"St. Joseph, MO-KS",26310,MISSOURI,DEKALB
DENT,MO,29065,,,26320,MISSOURI,DENT
DOUGLAS,MO,29067,,,26330,MISSOURI,DOUGLAS
DUNKLIN,MO,29069,,,26340,MISSOURI,DUNKLIN
FRANKLIN,MO,29071,41180.0,"St. Louis, MO-IL",26350,MISSOURI,FRANKLIN
GASCONADE,MO,29073,,,26360,MISSOURI,GASCONADE
GENTRY,MO,29075,,,26370,MISSOURI,GENTRY
GREENE,MO,29077,44180.0,"Springfield, MO",26380,MISSOURI,GREENE
GRUNDY,MO,29079,,,26390,MISSOURI,GRUNDY
HARRISON,MO,29081,,,26400,MISSOURI,HARRISON
HENRY,MO,29083,,,26410,MISSOURI,HENRY
HICKORY,MO,29085,,,26411,MISSOURI,HICKORY
HOLT,MO,29087,,,26412,MISSOURI,HOLT
HOWARD,MO,29089,17860.0,"Columbia, MO",26440,MISSOURI,HOWARD
HOWELL,MO,29091,,,26450,MISSOURI,HOWELL
IRON,MO,29093,,,26460,MISSOURI,IRON
JACKSON,MO,29095,28140.0,"Kansas City, MO-KS",26470,MISSOURI,JACKSON
JASPER,MO,29097,27900.0,"Joplin, MO",26480,MISSOURI,JASPER
JEFFERSON,MO,29099,41180.0,"St. Louis, MO-IL",26490,MISSOURI,JEFFERSON
JOHNSON,MO,29101,,,26500,MISSOURI,JOHNSON
KNOX,MO,29103,,,26510,MISSOURI,KNOX
LACLEDE,MO,29105,,,26520,MISSOURI,LACLEDE
LAFAYETTE,MO,29107,28140.0,"Kansas City, MO-KS",26530,MISSOURI,LAFAYETTE
LAWRENCE,MO,29109,,,26540,MISSOURI,LAWRENCE
LEWIS,MO,29111,,,26541,MISSOURI,LEWIS
LINCOLN,MO,29113,41180.0,"St. Louis, MO-IL",26560,MISSOURI,LINCOLN
LINN,MO,29115,,,26570,MISSOURI,LINN
LIVINGSTON,MO,29117,,,26580,MISSOURI,LIVINGSTON
MC DONALD,MO,29119,,,26590,MISSOURI,MCDONALD
MACON,MO,29121,,,26600,MISSOURI,MACON
MADISON,MO,29123,,,26601,MISSOURI,MADISON
MARIES,MO,29125,,,26620,MISSOURI,MARIES
MARION,MO,29127,,,26630,MISSOURI,MARION
MERCER,MO,29129,,,26631,MISSOURI,MERCER
MILLER,MO,29131,,,26650,MISSOURI,MILLER
MISSISSIPPI,MO,29133,,,26660,MISSOURI,MISSISSIPPI
MONITEAU,MO,29135,27620.0,"Jefferson City, MO",26670,MISSOURI,MONITEAU
MONROE,MO,29137,,,26680,MISSOURI,MONROE
MONTGOMERY,MO,29139,,,26690,MISSOURI,MONTGOMERY
MORGAN,MO,29141,,,26700,MISSOURI,MORGAN
NEW MADRID,MO,29143,,,26710,MISSOURI,NEW MADRID
NEWTON,MO,29145,27900.0,"Joplin, MO",26720,MISSOURI,NEWTON
NODAWAY,MO,29147,,,26730,MISSOURI,NODAWAY
OREGON,MO,29149,,,26740,MISSOURI,OREGON
OSAGE,MO,29151,27620.0,"Jefferson City, MO",26750,MISSOURI,OSAGE
OZARK,MO,29153,,,26751,MISSOURI,OZARK
PEMISCOT,MO,29155,,,26770,MISSOURI,PEMISCOT
PERRY,MO,29157,,,26780,MISSOURI,PERRY
PETTIS,MO,29159,,,26790,MISSOURI,PETTIS
PHELPS,MO,29161,,,26800,MISSOURI,PHELPS
PIKE,MO,29163,,,26810,MISSOURI,PIKE
PLATTE,MO,29165,28140.0,"Kansas City, MO-KS",26820,MISSOURI,PLATTE
POLK,MO,29167,44180.0,"Springfield, MO",26821,MISSOURI,POLK
PULASKI,MO,29169,,,26840,MISSOURI,PULASKI
PUTNAM,MO,29171,,,26850,MISSOURI,PUTNAM
RALLS,MO,29173,,,26860,MISSOURI,RALLS
RANDOLPH,MO,29175,,,26870,MISSOURI,RANDOLPH
RAY,MO,29177,28140.0,"Kansas City, MO-KS",26880,MISSOURI,RAY
REYNOLDS,MO,29179,,,26881,MISSOURI,REYNOLDS
RIPLEY,MO,29181,,,26900,MISSOURI,RIPLEY
ST. CHARLES,MO,29183,41180.0,"St. Louis, MO-IL",26910,MISSOURI,ST. CHARLES
ST. CLAIR,MO,29185,,,26911,MISSOURI,ST. CLAIR
STE. GENEVIEVE,MO,29186,,,26960,MISSOURI,STE. GENEVIEVE
ST. FRANCOIS,MO,29187,,,26930,MISSOURI,ST. FRANCOIS
ST. LOUIS,MO,29189,41180.0,"St. Louis, MO-IL",26940,MISSOURI,ST. LOUIS
ST. LOUIS,MO,29189,41180.0,"St. Louis, MO-IL",26950,MISSOURI,ST. LOUIS CITY
ST. LOUIS CITY,MO,29510,41180.0,"St. Louis, MO-IL",26940,MISSOURI,ST. LOUIS
ST. LOUIS CITY,MO,29510,41180.0,"St. Louis, MO-IL",26950,MISSOURI,ST. LOUIS CITY
SALINE,MO,29195,,,26970,MISSOURI,SALINE
SCHUYLER,MO,29197,,,26980,MISSOURI,SCHUYLER
SCOTLAND,MO,29199,,,26981,MISSOURI,SCOTLAND
SCOTT,MO,29201,,,26982,MISSOURI,SCOTT
SHANNON,MO,29203,,,26983,MISSOURI,SHANNON
SHELBY,MO,29205,,,26984,MISSOURI,SHELBY
STODDARD,MO,29207,,,26985,MISSOURI,STODDARD
STONE,MO,29209,,,26986,MISSOURI,STONE
SULLIVAN,MO,29211,,,26987,MISSOURI,SULLIVAN
TANEY,MO,29213,,,26988,MISSOURI,TANEY
TEXAS,MO,29215,,,26989,MISSOURI,TEXAS
VERNON,MO,29217,,,26990,MISSOURI,VERNON
WARREN,MO,29219,41180.0,"St. Louis, MO-IL",26991,MISSOURI,WARREN
WASHINGTON,MO,29221,,,26992,MISSOURI,WASHINGTON
WAYNE,MO,29223,,,26993,MISSOURI,WAYNE
WEBSTER,MO,29225,44180.0,"Springfield, MO",26994,MISSOURI,WEBSTER
WORTH,MO,29227,,,26995,MISSOURI,WORTH
WRIGHT,MO,29229,,,26996,MISSOURI,WRIGHT
STATEWIDE,MO,29990,,,,,
BEAVERHEAD,MT,30001,,,27000,MONTANA,BEAVERHEAD
BIG HORN,MT,30003,,,27010,MONTANA,BIG HORN
BLAINE,MT,30005,,,27020,MONTANA,BLAINE
BROADWATER,MT,30007,,,27030,MONTANA,BROADWATER
CARBON,MT,30009,13740.0,"Billings, MT",27040,MONTANA,CARBON
CARTER,MT,30011,,,27050,MONTANA,CARTER
CASCADE,MT,30013,24500.0,"Great Falls, MT",27060,MONTANA,CASCADE
CHOUTEAU,MT,30015,,,27070,MONTANA,CHOUTEAU
CUSTER,MT,30017,,,27080,MONTANA,CUSTER
DANIELS,MT,30019,,,27090,MONTANA,DANIELS
DAWSON,MT,30021,,,27100,MONTANA,DAWSON
DEER LODGE,MT,30023,,,27110,MONTANA,DEER LODGE
FALLON,MT,30025,,,27120,MONTANA,FALLON
FERGUS,MT,30027,,,27130,MONTANA,FERGUS
FLATHEAD,MT,30029,,,27140,MONTANA,FLATHEAD
GALLATIN,MT,30031,,,27150,MONTANA,GALLATIN
GARFIELD,MT,30033,,,27160,MONTANA,GARFIELD
GLACIER,MT,30035,,,27170,MONTANA,GLACIER
GOLDEN VALLEY,MT,30037,,,27180,MONTANA,GOLDEN VALLEY
GRANITE,MT,30039,,,27190,MONTANA,GRANITE
HILL,MT,30041,,,27200,MONTANA,HILL
JEFFERSON,MT,30043,,,27210,MONTANA,JEFFERSON
JUDITH BASIN,MT,30045,,,27220,MONTANA,JUDITH BASIN
LAKE,MT,30047,,,27230,MONTANA,LAKE
LEWIS AND CLARK,MT,30049,,,27240,MONTANA,LEWIS AND CLARK
LIBERTY,MT,30051,,,27250,MONTANA,LIBERTY
LINCOLN,MT,30053,,,27260,MONTANA,LINCOLN
MCCONE,MT,30055,,,27270,MONTANA,MCCONE
MADISON,MT,30057,,,27280,MONTANA,MADISON
MEAGHER,MT,30059,,,27290,MONTANA,MEAGHER
MINERAL,MT,30061,,,27300,MONTANA,MINERAL
MISSOULA,MT,30063,33540.0,"Missoula, MT",27310,MONTANA,MISSOULA
MUSSELSHELL,MT,30065,,,27320,MONTANA,MUSSELSHELL
PARK,MT,30067,,,27330,MONTANA,PARK
PETROLEUM,MT,30069,,,27340,MONTANA,PETROLEUM
PHILLIPS,MT,30071,,,27350,MONTANA,PHILLIPS
PONDERA,MT,30073,,,27360,MONTANA,PONDERA
POWDER RIVER,MT,30075,,,27370,MONTANA,POWDER RIVER
POWELL,MT,30077,,,27380,MONTANA,POWELL
PRAIRIE,MT,30079,,,27390,MONTANA,PRAIRIE
RAVALLI,MT,30081,,,27400,MONTANA,RAVALLI
RICHLAND,MT,30083,,,27410,MONTANA,RICHLAND
ROOSEVELT,MT,30085,,,27420,MONTANA,ROOSEVELT
ROSEBUD,MT,30087,,,27430,MONTANA,ROSEBUD
SANDERS,MT,30089,,,27440,MONTANA,SANDERS
SHERIDAN,MT,30091,,,27450,MONTANA,SHERIDAN
SILVER BOW,MT,30093,,,27460,MONTANA,SILVER BOW
STILLWATER,MT,30095,13740.0,"Billings, MT",27470,MONTANA,STILLWATER
SWEET GRASS,MT,30097,,,27480,MONTANA,SWEET GRASS
TETON,MT,30099,,,27490,MONTANA,TETON
TOOLE,MT,30101,,,27500,MONTANA,TOOLE
TREASURE,MT,30103,,,27510,MONTANA,TREASURE
VALLEY,MT,30105,,,27520,MONTANA,VALLEY
WHEATLAND,MT,30107,,,27530,MONTANA,WHEATLAND
WIBAUX,MT,30109,,,27540,MONTANA,WIBAUX
YELLOWSTONE,MT,30111,13740.0,"Billings, MT",27550,MONTANA,YELLOWSTONE
STATEWIDE,MT,30990,,,,,
ADAMS,NE,31001,,,28000,NEBRASKA,ADAMS
ANTELOPE,NE,31003,,,28010,NEBRASKA,ANTELOPE
ARTHUR,NE,31005,,,28020,NEBRASKA,ARTHUR
BANNER,NE,31007,,,28030,NEBRASKA,BANNER
BLAINE,NE,31009,,,28040,NEBRASKA,BLAINE
BOONE,NE,31011,,,28050,NEBRASKA,BOONE
BOX BUTTE,NE,31013,,,28060,NEBRASKA,BOX BUTTE
BOYD,NE,31015,,,28070,NEBRASKA,BOYD
BROWN,NE,31017,,,28080,NEBRASKA,BROWN
BUFFALO,NE,31019,,,28090,NEBRASKA,BUFFALO
BURT,NE,31021,,,28100,NEBRASKA,BURT
BUTLER,NE,31023,,,28110,NEBRASKA,BUTLER
CASS,NE,31025,36540.0,"Omaha-Council Bluffs, NE-IA",28120,NEBRASKA,CASS
CEDAR,NE,31027,,,28130,NEBRASKA,CEDAR
CHASE,NE,31029,,,28140,NEBRASKA,CHASE
CHERRY,NE,31031,,,28150,NEBRASKA,CHERRY
CHEYENNE,NE,31033,,,28160,NEBRASKA,CHEYENNE
CLAY,NE,31035,,,28170,NEBRASKA,CLAY
COLFAX,NE,31037,,,28180,NEBRASKA,COLFAX
CUMING,NE,31039,,,28190,NEBRASKA,CUMING
CUSTER,NE,31041,,,28200,NEBRASKA,CUSTER
DAKOTA,NE,31043,43580.0,"Sioux City, IA-NE-SD",28210,NEBRASKA,DAKOTA
DAWES,NE,31045,,,28220,NEBRASKA,DAWES
DAWSON,NE,31047,,,28230,NEBRASKA,DAWSON
DEUEL,NE,31049,,,28240,NEBRASKA,DEUEL
DIXON,NE,31051,43580.0,"Sioux City, IA-NE-SD",28250,NEBRASKA,DIXON
DODGE,NE,31053,,,28260,NEBRASKA,DODGE
DOUGLAS,NE,31055,36540.0,"Omaha-Council Bluffs, NE-IA",28270,NEBRASKA,DOUGLAS
DUNDY,NE,31057,,,28280,NEBRASKA,DUNDY
FILLMORE,NE,31059,,,28290,NEBRASKA,FILLMORE
FRANKLIN,NE,31061,,,28300,NEBRASKA,FRANKLIN
FRONTIER,NE,31063,,,28310,NEBRASKA,FRONTIER
FURNAS,NE,31065,,,28320,NEBRASKA,FURNAS
GAGE,NE,31067,,,28330,NEBRASKA,GAGE
GARDEN,NE,31069,,,28340,NEBRASKA,GARDEN
GARFIELD,NE,31071,,,28350,NEBRASKA,GARFIELD
GOSPER,NE,31073,,,28360,NEBRASKA,GOSPER
GRANT,NE,31075,,,28370,NEBRASKA,GRANT
GREELEY,NE,31077,,,28380,NEBRASKA,GREELEY
HALL,NE,31079,24260.0,"Grand Island, NE",28390,NEBRASKA,HALL
HAMILTON,NE,31081,,,28400,NEBRASKA,HAMILTON
HARLAN,NE,31083,,,28410,NEBRASKA,HARLAN
HAYES,NE,31085,,,28420,NEBRASKA,HAYES
HITCHCOCK,NE,31087,,,28430,NEBRASKA,HITCHCOCK
HOLT,NE,31089,,,28440,NEBRASKA,HOLT
HOOKER,NE,31091,,,28450,NEBRASKA,HOOKER
HOWARD,NE,31093,24260.0,"Grand Island, NE",28460,NEBRASKA,HOWARD
JEFFERSON,NE,31095,,,28470,NEBRASKA,JEFFERSON
JOHNSON,NE,31097,,,28480,NEBRASKA,JOHNSON
KEARNEY,NE,31099,,,28490,NEBRASKA,KEARNEY
KEITH,NE,31101,,,28500,NEBRASKA,KEITH
KEYA PAHA,NE,31103,,,28510,NEBRASKA,KEYA PAHA
KIMBALL,NE,31105,,,28520,NEBRASKA,KIMBALL
KNOX,NE,31107,,,28530,NEBRASKA,KNOX
LANCASTER,NE,31109,30700.0,"Lincoln, NE",28540,NEBRASKA,LANCASTER
LINCOLN,NE,31111,,,28550,NEBRASKA,LINCOLN
LOGAN,NE,31113,,,28560,NEBRASKA,LOGAN
LOUP,NE,31115,,,28570,NEBRASKA,LOUP
MC PHERSON,NE,31117,,,28580,NEBRASKA,MCPHERSON
MADISON,NE,31119,,,28590,NEBRASKA,MADISON
MERRICK,NE,31121,24260.0,"Grand Island, NE",28600,NEBRASKA,MERRICK
MORRILL,NE,31123,,,28610,NEBRASKA,MORRILL
NANCE,NE,31125,,,28620,NEBRASKA,NANCE
NEMAHA,NE,31127,,,28630,NEBRASKA,NEMAHA
NUCKOLLS,NE,31129,,,28640,NEBRASKA,NUCKOLLS
OTOE,NE,31131,,,28650,NEBRASKA,OTOE
PAWNEE,NE,31133,,,28660,NEBRASKA,PAWNEE
PERKINS,NE,31135,,,28670,NEBRASKA,PERKINS
PHELPS,NE,31137,,,28680,NEBRASKA,PHELPS
PIERCE,NE,31139,,,28690,NEBRASKA,PIERCE
PLATTE,NE,31141,,,28700,NEBRASKA,PLATTE
POLK,NE,31143,,,28710,NEBRASKA,POLK
RED WILLOW,NE,31145,,,28720,NEBRASKA,RED WILLOW
RICHARDSON,NE,31147,,,28730,NEBRASKA,RICHARDSON
ROCK,NE,31149,,,28740,NEBRASKA,ROCK
SALINE,NE,31151,,,28750,NEBRASKA,SALINE
SARPY,NE,31153,36540.0,"Omaha-Council Bluffs, NE-IA",28760,NEBRASKA,SARPY
SAUNDERS,NE,31155,36540.0,"Omaha-Council Bluffs, NE-IA",28770,NEBRASKA,SAUNDERS
SCOTT BLUFF,NE,31157,,,28780,NEBRASKA,SCOTTS BLUFF
SEWARD,NE,31159,30700.0,"Lincoln, NE",28790,NEBRASKA,SEWARD
SHERIDAN,NE,31161,,,28800,NEBRASKA,SHERIDAN
SHERMAN,NE,31163,,,28810,NEBRASKA,SHERMAN
SIOUX,NE,31165,,,28820,NEBRASKA,SIOUX
STANTON,NE,31167,,,28830,NEBRASKA,STANTON
THAYER,NE,31169,,,28840,NEBRASKA,THAYER
THOMAS,NE,31171,,,28850,NEBRASKA,THOMAS
THURSTON,NE,31173,,,28860,NEBRASKA,THURSTON
VALLEY,NE,31175,,,28870,NEBRASKA,VALLEY
WASHINGTON,NE,31177,36540.0,"Omaha-Council Bluffs, NE-IA",28880,NEBRASKA,WASHINGTON
WAYNE,NE,31179,,,28890,NEBRASKA,WAYNE
WEBSTER,NE,31181,,,28900,NEBRASKA,WEBSTER
WHEELER,NE,31183,,,28910,NEBRASKA,WHEELER
YORK,NE,31185,,,28920,NEBRASKA,YORK
STATEWIDE,NE,31990,,,,,
CHURCHILL,NV,32001,,,29000,NEVADA,CHURCHILL
CLARK,NV,32003,29820.0,"Las Vegas-Henderson-Paradise, NV",29010,NEVADA,CLARK
DOUGLAS,NV,32005,,,29020,NEVADA,DOUGLAS
ELKO,NV,32007,,,29030,NEVADA,ELKO
ESMERALDA,NV,32009,,,29040,NEVADA,ESMERALDA
EUREKA,NV,32011,,,29050,NEVADA,EUREKA
HUMBOLDT,NV,32013,,,29060,NEVADA,HUMBOLDT
LANDER,NV,32015,,,29070,NEVADA,LANDER
LINCOLN,NV,32017,,,29080,NEVADA,LINCOLN
LYON,NV,32019,,,29090,NEVADA,LYON
MINERAL,NV,32021,,,29100,NEVADA,MINERAL
NYE,NV,32023,,,29110,NEVADA,NYE
PERSHING,NV,32027,,,29130,NEVADA,PERSHING
STOREY,NV,32029,39900.0,"Reno, NV",29140,NEVADA,STOREY
WASHOE,NV,32031,39900.0,"Reno, NV",29150,NEVADA,WASHOE
WHITE PINE,NV,32033,,,29160,NEVADA,WHITE PINE
CARSON CITY,NV,32510,16180.0,"Carson City, NV",29120,NEVADA,CARSON CITY
STATEWIDE,NV,32990,,,,,
BELKNAP,NH,33001,,,30000,NEW HAMPSHIRE,BELKNAP
CARROLL,NH,33003,,,30010,NEW HAMPSHIRE,CARROLL
CHESHIRE,NH,33005,,,30020,NEW HAMPSHIRE,CHESHIRE
COOS,NH,33007,,,30030,NEW HAMPSHIRE,COOS
GRAFTON,NH,33009,,,30040,NEW HAMPSHIRE,GRAFTON
HILLSBOROUGH,NH,33011,31700.0,"Manchester-Nashua, NH",30050,NEW HAMPSHIRE,HILLSBOROUGH
MERRIMACK,NH,33013,,,30060,NEW HAMPSHIRE,MERRIMACK
ROCKINGHAM,NH,33015,40484.0,"Rockingham County-Strafford County, NH",30070,NEW HAMPSHIRE,ROCKINGHAM
STRAFFORD,NH,33017,40484.0,"Rockingham County-Strafford County, NH",30080,NEW HAMPSHIRE,STRAFFORD
SULLIVAN,NH,33019,,,30090,NEW HAMPSHIRE,SULLIVAN
STATEWIDE,NH,33990,,,,,
ATLANTIC,NJ,34001,12100.0,"Atlantic City-Hammonton, NJ",31000,NEW JERSEY,ATLANTIC
BERGEN,NJ,34003,35614.0,"New York-Jersey City-White Plains, NY-NJ",31100,NEW JERSEY,BERGEN
BURLINGTON,NJ,34005,15804.0,"Camden, NJ",31150,NEW JERSEY,BURLINGTON
CAMDEN,NJ,34007,15804.0,"Camden, NJ",31160,NEW JERSEY,CAMDEN
CAPE MAY,NJ,34009,36140.0,"Ocean City, NJ",31180,NEW JERSEY,CAPE MAY
CUMBERLAND,NJ,34011,47220.0,"Vineland-Bridgeton, NJ",31190,NEW JERSEY,CUMBERLAND
ESSEX,NJ,34013,35084.0,"Newark, NJ-PA",31200,NEW JERSEY,ESSEX
GLOUCESTER,NJ,34015,15804.0,"Camden, NJ",31220,NEW JERSEY,GLOUCESTER
HUDSON,NJ,34017,35614.0,"New York-Jersey City-White Plains, NY-NJ",31230,NEW JERSEY,HUDSON
HUNTERDON,NJ,34019,35084.0,"Newark, NJ-PA",31250,NEW JERSEY,HUNTERDON
MERCER,NJ,34021,45940.0,"Trenton-Princeton, NJ",31260,NEW JERSEY,MERCER
MIDDLESEX,NJ,34023,35154.0,"New Brunswick-Lakewood, NJ",31270,NEW JERSEY,MIDDLESEX
MONMOUTH,NJ,34025,35154.0,"New Brunswick-Lakewood, NJ",31290,NEW JERSEY,MONMOUTH
MORRIS,NJ,34027,35084.0,"Newark, NJ-PA",31300,NEW JERSEY,MORRIS
OCEAN,NJ,34029,35154.0,"New Brunswick-Lakewood, NJ",31310,NEW JERSEY,OCEAN
PASSAIC,NJ,34031,35614.0,"New York-Jersey City-White Plains, NY-NJ",31320,NEW JERSEY,PASSAIC
SALEM,NJ,34033,48864.0,"Wilmington, DE-MD-NJ",31340,NEW JERSEY,SALEM
SOMERSET,NJ,34035,35154.0,"New Brunswick-Lakewood, NJ",31350,NEW JERSEY,SOMERSET
SUSSEX,NJ,34037,35084.0,"Newark, NJ-PA",31360,NEW JERSEY,SUSSEX
